time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1712792279000025600,-0.159974365234375,166.1535944575444,1.1922406338046116,33.708023047386845,40.46940657648274,200.5635943049565,298.507679172306,4.7421978744633755,3.366911990567007,-86.95669555372098,1.2862401241279564
1712792280000024800,0.84002490234375,166.28143341094255,0.7070723234714554,24.32902076361658,40.46941690541897,200.69143325835466,295.73893067854465,4.741280210143261,3.36820412114419,-86.9567100445002,1.1994365618766283
1712792281000070700,1.840070556640625,166.0734985396266,1.1990863035785284,35.51751781262766,40.469429410271054,200.4834983870387,301.74473783140695,4.741334348636491,3.368127911352033,-86.95672438428433,1.256913728742019
1712792282000074800,2.84007470703125,166.40237828716636,1.1458029916605967,54.457834272563815,40.46943534955802,200.81237813457847,311.5968928455777,4.738882268693906,3.371577060701317,-86.95672509831981,0.8509351550383573
1712792283000074000,3.840073974609375,166.21452746074647,1.2235185193732494,54.356593530682474,40.46943756898847,200.62452730815858,292.9908859584813,4.7420286442494515,3.3671503337253212,-86.9567382395721,0.7798301916685882
1712792284000074000,4.840073974609375,165.96790971420705,1.1489745636488116,84.45181755215279,40.46943610309267,200.37790956161916,271.5579121754197,4.742146963491522,3.3669836960456125,-86.95674836520892,0.42263912632034756
1712792285000071400,5.840071533203125,165.85397945530713,1.181723566828925,70.62504073261142,40.469440154968275,200.26397930271924,277.5884658129311,4.739353903615386,3.3709140613599797,-86.9567625632932,0.5205077036771315
1712792286000067300,6.8400673828125,166.02080312557518,1.2956108043279881,39.54634809115121,40.46944381938147,200.4308029729873,274.85005880855743,4.738576856300782,3.3720062885053212,-86.95678651764649,1.0053997371361527
1712792287000062200,7.840062255859375,166.620968721807,1.2827601712351218,32.77365411461317,40.46944582472297,201.0309685692191,275.9410653252879,4.737924863711865,3.3729223262046433,-86.9568067971441,1.2475727364354803
1712792288000064800,8.840064697265625,166.78974700719118,1.133778203141965,39.5680991741967,40.4694483076709,201.1997468546033,281.61886936783065,4.736636885533855,3.3747308111001955,-86.9568177244195,0.8380367910937682
1712792289000063000,9.84006298828125,166.55100809037685,1.2445006809069419,68.8306099011185,40.46944885467728,200.96100793778896,275.6970125179206,4.73667597979043,3.374675939296276,-86.95682571519879,0.5407228577231342
1712792290000061400,10.8400615234375,166.57934751920402,1.2753947048516716,57.25025604888564,40.46944985588276,200.98934736661613,271.6445918492673,4.737323524588722,3.3737668645250416,-86.9568377375583,0.6639423691821867
1712792291000059600,11.8400595703125,166.74144302681088,1.2835921326671347,50.080549851665225,40.46945129456256,201.151442874223,273.07766241030345,4.740986677016149,3.368617277332675,-86.9568543438367,0.7799243178590463
1712792292000059600,12.8400595703125,166.62534183543175,1.2178921842332473,55.14881437344018,40.46944998257385,201.03534168284386,279.66476866465894,4.741950612763021,3.367260224411716,-86.95687298358895,0.6791715833916688
1712792293000057300,13.840057373046875,166.81521662510931,1.2789935412754356,44.23953023624016,40.46944379910015,201.22521647252142,266.78649254224337,4.7439903691648695,3.3643858889936813,-86.95689056506114,0.9001890254674338
1712792294000059600,14.8400595703125,166.23434847872704,1.1962624657081433,48.51348266087783,40.46944562306045,200.64434832613915,277.1496611277035,4.743737787508884,3.3647420162843322,-86.95690359483919,0.7712703807381056
1712792295000057300,15.840057373046875,166.74837945122272,1.2590944839869056,44.698421453845455,40.46944575063728,201.15837929863483,271.01822361051643,4.7424622223395225,3.366539633283903,-86.95692030627944,0.874876563787103
1712792296000055300,16.84005517578125,167.04189768154174,1.2883929228088695,56.894548042384166,40.46944726040092,201.45189752895385,266.3587622362759,4.741258518797202,3.3682346549374795,-86.95692751716199,0.7103746238582577
1712792297000052000,17.840052001953126,166.76607103738934,1.2728990563826872,58.06689691104324,40.46945015743908,201.17607088480145,271.32680778282844,4.74344781308509,3.3651507956296878,-86.95693644452095,0.6697271874780986
1712792298000049200,18.840049072265625,166.72552585508674,1.2823754676718786,54.753430439585514,40.46945239140214,201.13552570249885,274.6909566140111,4.744297520087365,3.363952745459085,-86.95694847096625,0.7130422832348806
1712792299000045800,19.8400458984375,166.77435786556453,1.2404140666101202,66.44140149134323,40.46944874605406,201.18435771297663,257.1221586423603,4.741623149056724,3.367721328304678,-86.95695434957547,0.5915625635169597
1712792300000043500,20.84004345703125,166.39513295516372,1.2634324316975638,47.431820156658354,40.469447359879126,200.80513280257583,255.48439088605733,4.737209845166488,3.3739264834383293,-86.95696806558402,0.8387995313274068
1712792301000042000,21.8400419921875,166.58210834115744,1.28428246403077,42.005489942949886,40.46944723847723,200.99210818856955,257.5097348561267,4.74311754543939,3.365616285754193,-86.95698616691821,0.9803631407775504
1712792302000040000,22.8400400390625,166.99670765269548,1.1659268888640273,54.78759085781152,40.46945839307684,201.4067075001076,295.07036473107075,4.751752529761245,3.353413921468157,-86.9569981553527,0.7829319372228508
1712792303000040000,23.8400400390625,166.55215095728636,1.2708030704732607,35.443895524093506,40.46945500303154,200.96215080469847,289.45242163769007,4.762975943483643,3.337453699242124,-86.95702192989147,1.2274407676471972
1712792304000034300,24.840034423828126,166.0746982274577,1.187480685271776,62.31912839646934,40.46944758459569,200.4846980748698,280.6957865561105,4.759881398671255,3.34186566207743,-86.95702905479392,0.603565107601235
1712792305000032500,25.840032470703125,166.12136802263558,0.9460354485715732,52.747848659389085,40.46944281376436,200.5313678700477,273.99982556272215,4.766483708883044,3.3324420603727507,-86.95704699813581,0.5726691775734659
1712792306000034000,26.840033935546874,166.33877398911864,1.2625251087991547,57.325526175571085,40.46944387395769,200.74877383653075,281.2315905763386,4.77008117748431,3.3272905783833684,-86.95706008424732,0.6803839741259713
1712792307000029400,27.840029541015625,166.5272348066792,1.2849090987327727,73.90294382100195,40.46944160684561,200.9372346540913,277.28427859437426,4.774295284301507,3.321240968536493,-86.95707035161661,0.5274572392749032
1712792308000028000,28.84002783203125,166.51171756349504,1.5026836969279365,180,40.46944206226819,200.92171741090715,279.0876880173557,4.79196101850176,3.2957012349344432,-86.95706829375204,0.11557459445626518
1712792309000025900,29.84002587890625,166.7485496578738,2.084040049349341,180,40.46944442471271,201.15854950528592,279.0876844920416,4.869204697464033,3.1804689350759316,-86.95707431215855,0.22024117418504954
1712792310000024300,30.8400244140625,166.4582482734695,2.229081537820501,180,40.46944847280346,200.86824812088162,279.0876790486892,4.974753799691283,3.0127000622773545,-86.9570837430954,0.5448373153410175
1712792311000023000,31.84002294921875,166.6432690816,0.8843717609404914,180,40.469459471448275,201.05326892901212,317.18070307057866,4.937019245176579,3.0741467117795342,-86.95707920193274,0.24485228646132454
1712792312000022300,32.840022216796875,166.8316554967314,1.9673213588685634,180,40.469463346599476,201.2416553441435,317.1806983414756,5.041395541264124,2.8998048260721014,-86.95708643951787,0.36586429797971864
1712792313000020000,33.84002001953125,166.67247597686946,2.298368354178213,180,40.4694680085789,201.08247582428157,317.18069675588845,5.778494905203296,2.523849993875892,-86.95708894387165,0.3523917114629639
