time,seconds_elapsed,bpm
1710791186915276000,6.704276123046875,94
1710791190915276000,10.704276123046874,91
1710791195915276000,15.704276123046874,88
1710791197915276000,17.704276123046874,89
1710791206915276000,26.704276123046874,97
1710791208915276000,28.704276123046874,97
1710791214915276000,34.704276123046874,96
1710791218915276000,38.704276123046874,96
1710791226915276000,46.704276123046874,99
1710791227915276000,47.704276123046874,98
1710791234915276000,54.704276123046874,92.00000000000001
1710791241915276000,61.704276123046874,86
1710791244915276000,64.70427612304688,88
1710791247915276000,67.70427612304688,88
1710791254915276000,74.70427612304688,91
1710791261915276000,81.70427612304688,91
1710791263915276000,83.70427612304688,91
1710791267915276000,87.70427612304688,93
1710791272915276000,92.70427612304688,91
1710791279915276000,99.70427612304688,89
1710791286915276000,106.70427612304688,98
1710791289915276000,109.70427612304688,96
1710791296915276000,116.70427612304688,91
1710791297915276000,117.70427612304688,91
1710791305915276000,125.70427612304688,89
1710791308915276000,128.70427612304687,92.00000000000001
1710791312915276000,132.70427612304687,95
1710791321915276000,141.70427612304687,86
1710791326915276000,146.70427612304687,89
1710791331915276000,151.70427612304687,88
1710791336915276000,156.70427612304687,90
1710791339915276000,159.70427612304687,91
1710791344915276000,164.70427612304687,91
1710791351915276000,171.70427612304687,88
1710791354915276000,174.70427612304687,88
1710791357915276000,177.70427612304687,90
1710791364915276000,184.70427612304687,100
1710791371915276000,191.70427612304687,100
1710791374915276000,194.70427612304687,97
1710791379915276000,199.70427612304687,97
1710791385915276000,205.70427612304687,95
1710791387915276000,207.70427612304687,95
1710791396915276000,216.70427612304687,96
1710791400915276000,220.70427612304687,96
1710791403915276000,223.70427612304687,95
1710791410915276000,230.70427612304687,96
1710791412915276000,232.70427612304687,96
1710791421915276000,241.70427612304687,99
1710791423915276000,243.70427612304687,99
1710791427915276000,247.70427612304687,96
1710791435915276000,255.70427612304687,99
1710791441915276000,261.7042761230469,95
1710791446915276000,266.7042761230469,95
1710791451915276000,271.7042761230469,90
1710791455915276000,275.7042761230469,91
1710791461915276000,281.7042761230469,93
1710791465915276000,285.7042761230469,91
1710791467915276000,287.7042761230469,91
1710791475915276000,295.7042761230469,105
1710791481915276000,301.7042761230469,109
1710791482915276000,302.7042761230469,109
1710791487915276000,307.7042761230469,102
1710791496915276000,316.7042761230469,95
1710791499915276000,319.7042761230469,100
1710791502915276000,322.7042761230469,101
1710791508915276000,328.7042761230469,92.00000000000001
1710791513915276000,333.7042761230469,101
1710791520915276000,340.7042761230469,101
1710791522915276000,342.7042761230469,101
1710791531915276000,351.7042761230469,93
1710791535915275800,355.70427587890623,96
1710791541915276000,361.7042761230469,86
1710791542915276000,362.7042761230469,86
1710791551915276000,371.7042761230469,90
1710791555915276000,375.7042761230469,97
1710791558915276000,378.7042761230469,95
1710791565915276000,385.7042761230469,89
1710791571915276000,391.7042761230469,86
1710791575915276000,395.7042761230469,84
1710791579915276000,399.7042761230469,83
1710791586915276000,406.7042761230469,88
1710791589915276000,409.7042761230469,89
1710791596915276000,416.7042761230469,84
1710791598915276000,418.7042761230469,84
1710791605915276000,425.7042761230469,85
1710791608915276000,428.7042761230469,86
1710791615915276000,435.7042761230469,88
1710791621915276000,441.7042761230469,89
1710791625915276000,445.7042761230469,88
1710791627915276000,447.7042761230469,88
1710791636915276000,456.7042761230469,89
1710791637915276000,457.7042761230469,89
1710791642915276000,462.7042761230469,91
1710791648915276000,468.7042761230469,88
1710791652915276000,472.7042761230469,89
1710791658915276000,478.7042761230469,96
1710791666915276000,486.7042761230469,98
1710791670915276000,490.7042761230469,103
1710791673915276000,493.7042761230469,108
1710791677915276000,497.7042761230469,106
1710791686915276000,506.7042761230469,98
1710791691915276000,511.7042761230469,101
1710791695915276000,515.7042761230468,102
1710791697915276000,517.7042761230468,102
1710791703915276000,523.7042761230468,95
1710791709915276000,529.7042761230468,97
1710791714915276000,534.7042761230468,100
1710791717915276000,537.7042761230468,101
1710791726915276000,546.7042761230468,98
1710791728915276000,548.7042761230468,98
1710791734915276000,554.7042761230468,103
1710791741915276000,561.7042761230468,94
1710791743915276000,563.7042761230468,93
1710791747915276000,567.7042761230468,96
1710791756915276000,576.7042761230468,96
1710791761915276000,581.7042761230468,98
1710791764915276000,584.7042761230468,102
1710791771915276000,591.7042761230468,97
1710791776915276000,596.7042761230468,95
1710791781915276000,601.7042761230468,94
1710791782915276000,602.7042761230468,93
1710791787915276000,607.7042761230468,98
1710791795915276000,615.7042761230468,93
1710791798915276000,618.7042761230468,91
1710791804915276000,624.7042761230468,89
1710791811915276000,631.7042761230468,95
1710791815915276000,635.7042761230468,96
1710791819915276000,639.7042761230468,96
1710791823915276000,643.7042761230468,96
1710791831915276000,651.7042761230468,95
1710791832915276000,652.7042761230468,94
1710791838915276000,658.7042761230468,91
1710791845915276000,665.7042761230468,95
1710791851915276000,671.7042761230468,89
1710791856915276000,676.7042761230468,88
1710791857915276000,677.7042761230468,88
1710791865915276000,685.7042761230468,95
1710791869915276000,689.7042761230468,92.00000000000001
1710791875915276000,695.7042761230468,96
1710791881915276000,701.7042761230468,90
1710791882915276000,702.7042761230468,90
1710791890915276000,710.7042761230468,88
1710791893915276000,713.7042761230468,88
1710791898915276000,718.7042761230468,88
1710791904915276000,724.7042761230468,86
1710791909915276000,729.7042761230468,88
1710791913915276000,733.7042761230468,87
