time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1710819132000012000,-0.497988037109375,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.7654815274459015,3.3338750493023435,-86.94174741108073,0
1710819133000011300,0.50201123046875,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.764262233427962,3.3356172448170422,-86.94174741108073,0
1710819134000011300,1.50201123046875,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.762418806390996,3.338248664393081,-86.94174741108073,0
1710819135000011500,2.502011474609375,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.761471122870808,3.339600242372766,-86.94174741108073,0
1710819136000011800,3.50201171875,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.760709820068966,3.3406854149841387,-86.94174741108073,0
1710819137000010800,4.5020107421875,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.7598597904798945,3.341896438814573,-86.94174741108073,0
1710819138000011800,5.50201171875,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.759315450517496,3.3426716074502854,-86.94174741108073,0
1710819139000011500,6.502011474609375,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.75849805028526,3.343835124257806,-86.94174741108073,0
1710819140000011500,7.502011474609375,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.758215299667365,3.3442374608870473,-86.94174741108073,0
1710819141000012000,8.502011962890625,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.756970992611838,3.346007173966963,-86.94174741108073,0
1710819142000012300,9.50201220703125,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.756370683590757,3.3468604621446687,-86.94174741108073,0
1710819143000012000,10.502011962890625,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.756589482251963,3.3465494961405895,-86.94174741108073,0
1710819144000012000,11.502011962890625,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.755099777240877,3.3486658748332285,-86.94174741108073,0
1710819145000012000,12.502011962890625,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.755924994812793,3.347493760487653,-86.94174741108073,0
1710819146000011500,13.502011474609375,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.756299713847727,3.3469613180974864,-86.94174741108073,0
1710819147000012000,14.502011962890625,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.755228398381039,3.348483225584283,-86.94174741108073,0
1710819148000011500,15.502011474609375,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.755094647359277,3.348673159244417,-86.94174741108073,0
1710819149000012000,16.502011962890624,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.754247732297893,3.34987545033083,-86.94174741108073,0
1710819150000012500,17.502012451171876,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.753314929640501,3.351198921646632,-86.94174741108073,0
1710819151000012300,18.50201220703125,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.75276700578719,3.351975957773192,-86.94174741108073,0
1710819152000011500,19.502011474609375,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.7515159212585285,3.353749168142358,-86.94174741108073,0
1710819153000012800,20.5020126953125,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.749478490702046,3.3566338941188465,-86.94174741108073,0
1710819154000012800,21.5020126953125,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.748182838665349,3.358466430291168,-86.94174741108073,0
1710819155000012800,22.5020126953125,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.747950484060241,3.358794907954482,-86.94174741108073,0
1710819156000012000,23.502011962890624,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.747749119779742,3.359079535887698,-86.94174741108073,0
1710819157000012300,24.50201220703125,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.7461742943542236,3.3613043004762337,-86.94174741108073,0
1710819158000012800,25.5020126953125,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.745765655256168,3.3618812260667137,-86.94174741108073,0
1710819159000013000,26.502012939453124,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.744280756969906,3.3639763869316743,-86.94174741108073,0
1710819160000012800,27.5020126953125,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.742965624759787,3.365830375276781,-86.94174741108073,0
1710819161000012500,28.502012451171876,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.742998633246591,3.3657838608279342,-86.94174741108073,0
1710819162000012800,29.5020126953125,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.743060196162774,3.365697105855663,-86.94174741108073,0
1710819163000013800,30.502013916015624,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.742509649481278,3.366472821420931,-86.94174741108073,0
1710819164000012800,31.5020126953125,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.742492781102943,3.3664965845779955,-86.94174741108073,0
1710819165000014300,32.50201440429687,176.25466240104288,0.2455329390004139,180,40.46141107850646,210.664662248455,129.7893653101497,4.741976654586887,3.3672235506633337,-86.94174741108073,0
1710819166000013300,33.502013427734376,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.740262316841819,3.369636508633871,-86.94174741108073,0
1710819167000013300,34.502013427734376,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.739869967268812,3.370188381407185,-86.94174741108073,0
1710819168000013800,35.50201391601563,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.739500305304688,3.3707082176904017,-86.94174741108073,0
1710819169000013600,36.502013671875,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.739296249051069,3.370995119622588,-86.94174741108073,0
1710819170000014300,37.50201440429687,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.739200312987653,3.371129992475306,-86.94174741108073,0
1710819171000013800,38.50201391601563,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.739877380384698,3.3701779554952775,-86.94174741108073,0
1710819172000013800,39.50201391601563,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.740782134153278,3.368905132128526,-86.94174741108073,0
1710819173000014300,40.50201440429687,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.740079795117996,3.369893257760989,-86.94174741108073,0
1710819174000014300,41.50201440429687,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.740025734566499,3.3699692978477045,-86.94174741108073,0
1710819175000014300,42.50201440429687,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.740078664729723,3.369894847760523,-86.94174741108073,0
1710819176000015000,43.50201513671875,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.7405476104475195,3.369235133657065,-86.94174741108073,0
1710819177000014800,44.502014892578124,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.739232164809136,3.3710852141153804,-86.94174741108073,0
1710819178000014800,45.502014892578124,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.739719420039295,3.3704001026719674,-86.94174741108073,0
1710819179000014300,46.50201440429687,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.739360753321095,3.3709044309604117,-86.94174741108073,0
1710819180000014600,47.5020146484375,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.739201614886874,3.3711281622392337,-86.94174741108073,0
1710819181000015000,48.50201513671875,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.739210764847095,3.3711152989991677,-86.94174741108073,0
1710819182000015000,49.50201513671875,176.25466240104288,0.307972206397111,-1,40.46141107850646,210.664662248455,-1,4.738815476330386,3.3716709379891228,-86.94174741108073,0
