version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs
3,iPhone 12,1708479859692,2024-02-20_01-44-19,America/Indiana/Indianapolis,ios,1.28.2,391737b1-d20b-4068-a34e-dc9787ea9b48,Accelerometer|Gyroscope|Location|Microphone|Heart Rate|Network|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|0|100|10|2000||10|10
