version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,iPhone 12,1712855396745,2024-04-11_17-09-56,America/Indiana/Indianapolis,ios,1.31.3,391737b1-d20b-4068-a34e-dc9787ea9b48,Accelerometer|Gyroscope|Location|Microphone|Heart Rate|Network|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|0|100|10|2000||10|10,false
