time,seconds_elapsed,bpm
1712856142548739800,745.8037397460937,72
1712856147548739800,750.8037397460937,71
1712856152548739800,755.8037397460937,71
1712856157548739800,760.8037397460937,68
1712856162548739800,765.8037397460937,67
1712856166548739800,769.8037397460937,67
1712856169548739800,772.8037397460937,67
1712856174548739800,777.8037397460937,67
1712856183548739800,786.8037397460937,67
1712856186548739800,789.8037397460937,67
1712856189548739800,792.8037397460937,67
1712856197548739800,800.8037397460937,67
1712856202548739800,805.8037397460937,66
1712856205548739800,808.8037397460937,66
1712856210548739800,813.8037397460937,66
1712856218548739800,821.8037397460937,67
1712856222548739800,825.8037397460937,67
1712856226548739800,829.8037397460937,66
1712856231548739800,834.8037397460937,65
1712856234548739800,837.8037397460937,65
1712856243548739800,846.8037397460937,65
1712856248548739800,851.8037397460937,63
1712856251548739800,854.8037397460937,63
1712856258548739800,861.8037397460937,63
1712856262548739800,865.8037397460937,63
1712856265548739800,868.8037397460937,63
1712856273548739800,876.8037397460937,62.00000000000001
1712856275548739800,878.8037397460937,62.00000000000001
1712856280548739800,883.8037397460937,63
1712856288548739800,891.8037397460937,66
1712856289548739800,892.8037397460937,66
1712856298548739800,901.8037397460937,66
1712856302548739800,905.8037397460937,66
1712856304548739800,907.8037397460937,66
1712856309548739800,912.8037397460937,66
1712856316548739800,919.8037397460937,67
1712856320548739800,923.8037397460937,66
1712856324548739800,927.8037397460937,67
1712856332548739800,935.8037397460937,66
1712856338548739800,941.8037397460937,65
1712856341548739800,944.8037397460937,65
1712856348548739800,951.8037397460937,63
1712856351548739800,954.8037397460937,63
1712856357548739800,960.8037397460937,63
1712856359548739800,962.8037397460937,63
1712856367548739800,970.8037397460937,65
1712856370548739800,973.8037397460937,64
1712856378548739800,981.8037397460937,66
1712856383548739800,986.8037397460937,66
1712856387548739800,990.8037397460937,67
1712856391548739800,994.8037397460937,67
1712856396548739800,999.8037397460937,67
1712856399548739800,1002.8037397460937,67
1712856408548739800,1011.8037397460937,76
1712856413548739800,1016.8037397460937,77.00000000000001
1712856414548739800,1017.8037397460937,77.00000000000001
1712856420548739800,1023.8037397460937,77.00000000000001
1712856424548739800,1027.8037397460937,83
1712856431548739800,1034.8037397460937,90
1712856438548739800,1041.8037397460937,96
1712856439548739800,1042.8037397460937,95
1712856448548739800,1051.8037397460937,74
1712856453548739800,1056.8037397460937,69
1712856458548739800,1061.8037397460937,67
1712856463923740000,1067.1787399902344,66
1712856464923740000,1068.1787399902344,66
1712856472923740000,1076.1787399902344,68
1712856477923740000,1081.1787399902344,69
1712856480923740000,1084.1787399902344,72
1712856490798740000,1094.0537399902344,78
1712856495798740000,1099.0537399902344,81
1712856496798740200,1100.053740234375,81
1712856504798740000,1108.0537399902344,79
1712856509798740000,1113.0537399902344,78
1712856515798740000,1119.0537399902344,75
1712856520798740000,1124.0537399902344,72
1712856525798740000,1129.0537399902344,71
1712856528798740000,1132.0537399902344,70
1712856535798740000,1139.0537399902344,71
1712856536798740000,1140.0537399902344,71
1712856541798740000,1145.0537399902344,74
1712856550798740000,1154.0537399902344,86
1712856551798740000,1155.0537399902344,86
1712856560798740000,1164.0537399902344,76
1712856565798740000,1169.0537399902344,73
1712856570798740000,1174.0537399902344,73
1712856574798740000,1178.0537399902344,73
1712856576798740000,1180.0537399902344,74
1712856584798740000,1188.0537399902344,73
1712856589798740000,1193.0537399902344,71
1712856592798740200,1196.053740234375,70
1712856599798740000,1203.0537399902344,66
1712856603798740000,1207.0537399902344,65
1712856606798740000,1210.0537399902344,64
1712856612798740000,1216.0537399902344,66
1712856620798740000,1224.0537399902344,65
