time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1712855396140291000,-0.604708984375,208.4973258972168,-1,-1,40.46143604217961,242.9073257446289,-1,5,21.270366668701172,-86.94170937575012,-1
1712855398529175000,1.784175048828125,215.6672019958496,-1,-1,40.46143604217961,250.07720184326172,-1,5,19.023862838745117,-86.94170937575012,-1
1712855399000032500,2.255032470703125,176.813720703125,0.8100000023841858,-1,40.461423732378016,211.2237205505371,-1,9.36483903451757,4,-86.94171829157224,0
1712855400000034300,3.255034423828125,177.59136962890625,0.7099999785423279,-1,40.461366274431775,212.00136947631836,-1,5.365215869461938,4,-86.94175961435488,0
1712855401000034600,4.25503466796875,178.0076904296875,0.05999999865889549,-1,40.4613520671059,212.4176902770996,-1,4.726045667154586,4,-86.94176539786807,0
1712855402000035000,5.25503515625,179.544921875,0.07000000029802322,-1,40.461363047399054,213.9549217224121,-1,3.9307775069615785,4,-86.94174184472016,0
1712855403000036600,6.25503662109375,180.21099853515625,0.07000000029802322,-1,40.46136409513695,214.62099838256836,-1,3.601296391361615,4,-86.94173413336924,0
1712855403999993000,7.2549931640625,181.1060791015625,0.07000000029802322,-1,40.46136116147084,215.5160789489746,-1,3.5355339059327373,3,-86.94173472010246,0
1712855404999995000,8.254994873046876,181.7271728515625,0.05999999865889549,-1,40.461366567798386,216.1371726989746,-1,3.5355339059327373,3,-86.94173287608376,0
1712855405999998700,9.254998779296875,182.0660400390625,0.07000000029802322,-1,40.461371429302226,216.4760398864746,-1,3.5355339059327373,3,-86.94173044533184,0
1712855407000001500,10.25500146484375,181.85540771484375,0.5,-1,40.46137419533027,216.26540756225586,-1,3.5355339059327373,3,-86.94172516473284,0
1712855408000005000,11.255005126953124,182.0616455078125,0.6600000262260437,-1,40.46137712899638,216.4716453552246,-1,3.5355339059327373,3,-86.94172332071415,0
1712855409000009000,12.255009033203125,182.27093505859375,0.27000001072883606,-1,40.46138169713361,216.68093490600586,-1,3.5355339059327373,3,-86.94172491327575,0
1712855410000011000,13.255010986328125,182.59112548828125,0.20999999344348907,-1,40.461385301351974,217.00112533569336,-1,3.5355339059327373,3,-86.94172684111348,0
1712855411000016100,14.25501611328125,182.59112551994622,0.307972206397111,-1,40.461385301352145,217.00112536735833,-1,4.604745802384189,3.552584007200116,-86.94172684111348,0
1712855412000020000,15.25502001953125,182.7039795247838,0.307972206397111,-1,40.46138681009473,217.1139793721959,-1,4.604745800760698,3.5525840093044323,-86.94172893658927,0
1712855413000020700,16.255020751953126,182.7982178069651,0.3689512309482694,-1,40.46138915702762,217.20821765437722,-1,4.60474579743226,3.552584013618646,-86.94173002623668,0
1712855414000018200,17.25501806640625,182.71020510978997,0.5813776528251393,-1,40.46139037240358,217.12020495720208,-1,4.604745795685897,3.5525840158822275,-86.94173052915087,0
1712855415000017200,18.25501708984375,182.71020510978997,0.307972206397111,-1,40.46139037240358,217.12020495720208,-1,4.604745792000762,3.5525840206587818,-86.94173052915087,0
1712855416000017200,19.25501708984375,182.8572998372838,0.307972206397111,-1,40.46139519199791,217.2672996846959,-1,4.604745788146734,3.5525840256542494,-86.941730864427,0
1712855417000020000,20.25502001953125,183.11761477869004,0.307972206397111,-1,40.46139531772645,217.52761462610215,-1,4.604745787822753,3.552584026074182,-86.94173052915087,0
1712855418000024300,21.2550244140625,183.25842288322747,0.307972206397111,-1,40.46139569491209,217.66842273063958,-1,4.604745787223022,3.5525840268515343,-86.94173052915087,0
1712855419000028000,22.25502783203125,183.3994140950963,0.307972206397111,-1,40.461395694912085,217.8094139425084,-1,4.604745787192005,3.552584026891738,-86.94173044533184,0
1712855420000031500,23.255031494140624,183.36260989494622,0.307972206397111,-1,40.461395694912085,217.77260974235833,-1,4.604745787160987,3.552584026931942,-86.94173036151281,0
1712855421000035600,24.25503564453125,183.3786621419713,0.307972206397111,-1,40.461395736821615,217.7886619893834,-1,4.604745787094351,3.5525840270183147,-86.94173036151281,0
1712855422000037600,25.25503759765625,183.4832763997838,0.307972206397111,-1,40.461395736821615,217.8932762471959,-1,4.604745787125368,3.552584026978111,-86.94173044533184,0
1712855423000041200,26.255041259765626,183.4976806966588,0.307972206397111,-1,40.46139577873112,217.9076805440709,-1,4.604745787058731,3.552584027064483,-86.94173044533184,0
