time,seconds_elapsed,type,isConnected,isInternetReachable,isWifiEnabled,isConnectionExpensive,ssid,bssid,strength,ipAddress,frequency,cellularGeneration,carrier
1708384246895000000,2.014,wifi,true,true,,false,PAL3.0,50:f:80:c4:ba:8f,,10.184.59.180,,,
1708384248898000000,4.016999755859375,wifi,true,true,,false,PAL3.0,50:f:80:c4:ba:8f,,10.184.59.180,,,
1708384250902000000,6.021000244140625,wifi,true,true,,false,PAL3.0,50:f:80:c4:ba:8f,,10.184.59.180,,,
1708384252906000000,8.024999755859374,wifi,true,true,,false,PAL3.0,50:f:80:c4:ba:8f,,10.184.59.180,,,
1708384254911000000,10.03,wifi,true,true,,false,PAL3.0,50:f:80:c4:ba:8f,,10.184.59.180,,,
1708384256914000000,12.032999755859375,wifi,true,true,,false,PAL3.0,50:f:80:c4:ba:8f,,10.184.59.180,,,
1708384258917000000,14.036,wifi,true,true,,false,PAL3.0,50:f:80:c4:ba:8f,,10.184.59.180,,,
1708384260921000000,16.04,wifi,true,true,,false,PAL3.0,50:f:80:c4:ba:8f,,10.184.59.180,,,
1708384262924000000,18.043,wifi,true,true,,false,PAL3.0,50:f:80:c4:ba:8f,,10.184.59.180,,,
1708384264928000000,20.047,wifi,true,true,,false,PAL3.0,50:f:80:c4:ba:8f,,10.184.59.180,,,
1708384266933000000,22.052,wifi,true,true,,false,PAL3.0,50:f:80:c4:ba:8f,,10.184.59.180,,,
1708384268937000000,24.056,wifi,true,true,,false,PAL3.0,50:f:80:c4:ba:8f,,10.184.59.180,,,
1708384270941000000,26.06,wifi,true,true,,false,PAL3.0,50:f:80:c4:ba:8f,,10.184.59.180,,,
1708384272945000000,28.064,wifi,true,true,,false,PAL3.0,50:f:80:c4:ba:8f,,10.184.59.180,,,
1708384274950000000,30.069000244140625,wifi,true,true,,false,PAL3.0,50:f:80:c4:ba:8f,,10.184.59.180,,,
1708384276956000000,32.075,wifi,true,true,,false,PAL3.0,50:f:80:c4:ba:8f,,10.184.59.180,,,
