time,seconds_elapsed,dBFS
1712625497302000000,2.44140625e-7,-20.949649810791016
1712625497302000000,2.44140625e-7,-21.0485897064209
1712625497302000000,2.44140625e-7,-22.69827651977539
1712625497302000000,2.44140625e-7,-27.459157943725586
1712625497302000000,2.44140625e-7,-32.13286209106445
1712625497302000000,2.44140625e-7,-36.014198303222656
1712625497302000000,2.44140625e-7,-40.94896697998047
1712625497302000000,2.44140625e-7,-45.77938461303711
1712625497302000000,2.44140625e-7,-50.02564239501953
1712625497302000000,2.44140625e-7,-53.18242645263672
1712625497302000000,2.44140625e-7,-56.476070404052734
1712625497302000000,2.44140625e-7,-59.096736907958984
1712625497302000000,2.44140625e-7,-27.128164291381836
1712625497302000000,2.44140625e-7,-25.117414474487305
1712625497302000000,2.44140625e-7,-19.414045333862305
1712625497302000000,2.44140625e-7,-17.683040618896484
1712625497302000000,2.44140625e-7,-21.350881576538086
1712625497302000000,2.44140625e-7,-26.360809326171875
1712625497302000000,2.44140625e-7,-19.66002082824707
1712625497302000000,2.44140625e-7,-23.486370086669922
1712625497302000000,2.44140625e-7,-23.96413230895996
1712625497302000000,2.44140625e-7,-25.126121520996094
1712625497302000000,2.44140625e-7,-14.624171257019043
1712625497302000000,2.44140625e-7,-12.22934341430664
1712625497302000000,2.44140625e-7,-16.06907081604004
1712625497302000000,2.44140625e-7,-20.18048095703125
1712625497302000000,2.44140625e-7,-25.255672454833984
1712625497302000000,2.44140625e-7,-30.320415496826172
1712625497302000000,2.44140625e-7,-35.34986114501953
1712625497302000000,2.44140625e-7,-39.271484375
1712625497302000000,2.44140625e-7,-44.01346969604492
1712625497302000000,2.44140625e-7,-18.967208862304688
1712625497302000000,2.44140625e-7,-20.876073837280273
1712625497302000000,2.44140625e-7,-23.03322982788086
1712625497302000000,2.44140625e-7,-20.78848648071289
1712625497302000000,2.44140625e-7,-20.982772827148438
1712625497302000000,2.44140625e-7,-22.368558883666992
1712625497302000000,2.44140625e-7,-26.483495712280273
1712625497302000000,2.44140625e-7,-24.635560989379883
1712625497302000000,2.44140625e-7,-27.078718185424805
1712625497302000000,2.44140625e-7,-20.864635467529297
1712625497302000000,2.44140625e-7,-19.206575393676758
1712625497302000000,2.44140625e-7,-20.85272789001465
1712625497302000000,2.44140625e-7,-25.196779251098633
1712625497302000000,2.44140625e-7,-23.12809181213379
1712625497302000000,2.44140625e-7,-25.111560821533203
1712625497302000000,2.44140625e-7,-24.266448974609375
1712625497302000000,2.44140625e-7,-23.964384078979492
1712625497302000000,2.44140625e-7,-27.360370635986328
1712625497302000000,2.44140625e-7,-28.077003479003906
1712625497302000000,2.44140625e-7,-30.574934005737305
1712625497302000000,2.44140625e-7,-23.813108444213867
1712625497302000000,2.44140625e-7,-23.88880729675293
1712625497302000000,2.44140625e-7,-28.25295066833496
1712625497302000000,2.44140625e-7,-33.265159606933594
1712625497302000000,2.44140625e-7,-37.18629837036133
1712625497302000000,2.44140625e-7,-41.603050231933594
1712625497302000000,2.44140625e-7,-24.816299438476562
1712625497302000000,2.44140625e-7,-17.86533546447754
1712625497302000000,2.44140625e-7,-21.68666648864746
1712625497302000000,2.44140625e-7,-14.330547332763672
1712625497302000000,2.44140625e-7,-14.364349365234375
1712625497302000000,2.44140625e-7,-6.730179309844971
1712625497302000000,2.44140625e-7,-10.344717025756836
1712625497302000000,2.44140625e-7,-14.317523956298828
1712625497302000000,2.44140625e-7,-15.989066123962402
1712625497302000000,2.44140625e-7,-17.8237247467041
1712625497302000000,2.44140625e-7,-19.727985382080078
1712625497302000000,2.44140625e-7,-21.541990280151367
1712625497302000000,2.44140625e-7,-17.623943328857422
1712625497302000000,2.44140625e-7,-21.735654830932617
1712625497302000000,2.44140625e-7,-23.069673538208008
1712625497302000000,2.44140625e-7,-24.151704788208008
1712625497302000000,2.44140625e-7,-20.816225051879883
1712625497302000000,2.44140625e-7,-23.88684844970703
1712625497302000000,2.44140625e-7,-21.59626579284668
1712625497302000000,2.44140625e-7,-26.373878479003906
1712625497302000000,2.44140625e-7,-29.95244598388672
1712625497302000000,2.44140625e-7,-34.60346221923828
1712625497302000000,2.44140625e-7,-11.6360502243042
1712625497302000000,2.44140625e-7,-13.229411125183105
1712625497302000000,2.44140625e-7,-17.14247703552246
1712625497302000000,2.44140625e-7,-22.05803108215332
1712625497302000000,2.44140625e-7,-26.742734909057617
1712625497302000000,2.44140625e-7,-30.668960571289062
1712625497302000000,2.44140625e-7,-18.70124053955078
1712625497302000000,2.44140625e-7,-23.517955780029297
1712625497302000000,2.44140625e-7,-27.480558395385742
1712625497302000000,2.44140625e-7,-30.94871711730957
1712625497302000000,2.44140625e-7,-35.61125564575195
1712625497302000000,2.44140625e-7,-39.73940658569336
1712625497302000000,2.44140625e-7,-42.680419921875
1712625497302000000,2.44140625e-7,-45.78440475463867
1712625497302000000,2.44140625e-7,-45.37477111816406
1712625497302000000,2.44140625e-7,-47.867713928222656
1712625497302000000,2.44140625e-7,-44.58616638183594
1712625497302000000,2.44140625e-7,-44.63880920410156
1712625497302000000,2.44140625e-7,-48.01536178588867
1712625497302000000,2.44140625e-7,-44.964752197265625
1712625497302000000,2.44140625e-7,-48.59355926513672
1712625497302000000,2.44140625e-7,-46.563316345214844
1712625497302000000,2.44140625e-7,-32.84747314453125
1712625497302000000,2.44140625e-7,-37.190345764160156
1712625497302000000,2.44140625e-7,-41.07939147949219
1712625497302000000,2.44140625e-7,-45.441017150878906
1712625497302000000,2.44140625e-7,-24.64871597290039
1712625497302000000,2.44140625e-7,-22.964065551757812
1712625497302000000,2.44140625e-7,-16.99960708618164
1712625497302000000,2.44140625e-7,-19.536579132080078
1712625497302000000,2.44140625e-7,-10.278775215148926
1712625497302000000,2.44140625e-7,-12.255090713500977
1712625497302000000,2.44140625e-7,-14.759137153625488
1712625497302000000,2.44140625e-7,-11.40930461883545
1712625497302000000,2.44140625e-7,-14.176433563232422
1712625497302000000,2.44140625e-7,-16.978374481201172
1712625497302000000,2.44140625e-7,-19.624412536621094
1712625497302000000,2.44140625e-7,-19.698522567749023
1712625497302000000,2.44140625e-7,-23.61619758605957
1712625497302000000,2.44140625e-7,-28.437772750854492
1712625497302000000,2.44140625e-7,-33.42119598388672
1712625497302000000,2.44140625e-7,-37.35007095336914
1712625497302000000,2.44140625e-7,-35.81103515625
1712625497302000000,2.44140625e-7,-40.71194076538086
1712625497302000000,2.44140625e-7,-45.426597595214844
1712625497302000000,2.44140625e-7,-49.085609436035156
1712625497302000000,2.44140625e-7,-53.2543830871582
1712625497302000000,2.44140625e-7,-56.64357376098633
1712625497302000000,2.44140625e-7,-58.28974533081055
1712625497302000000,2.44140625e-7,-61.27212142944336
1712625497302000000,2.44140625e-7,-59.952632904052734
1712625497302000000,2.44140625e-7,-49.34550476074219
1712625497302000000,2.44140625e-7,-52.55997085571289
1712625497302000000,2.44140625e-7,-56.36722946166992
1712625497302000000,2.44140625e-7,-49.602294921875
